escalation_id,request_id,from_user_id,to_department_id,escalation_reason,escalated_at,resolved_at
1109,1009579,143,7,Capacity support,2024-11-02 13:49:00,2024-11-06 13:49:00
1110,1009583,122,7,Capacity support,2025-04-27 12:18:00,
1111,1009590,181,2,Policy review,2026-01-13 12:25:00,2026-01-17 12:25:00
1112,1009592,41,6,Multi-department coordination,2025-03-25 13:56:00,2025-04-01 13:56:00
1113,1009601,203,6,Capacity support,2024-11-26 11:39:00,2024-11-29 11:39:00
1114,1009604,171,3,SLA risk,2025-08-29 13:28:00,2025-09-01 13:28:00
1115,1009605,69,8,SLA risk,2025-02-13 15:03:00,
1116,1009607,160,3,Policy review,2024-10-16 09:47:00,
1117,1009617,63,6,Multi-department coordination,2025-10-22 14:27:00,2025-10-29 14:27:00
1118,1009658,186,8,SLA risk,2025-11-14 13:13:00,2025-11-22 13:13:00
1119,1009663,143,3,Capacity support,2026-07-03 08:16:00,2026-07-06 08:16:00
1120,1009672,114,2,Policy review,2024-09-23 15:42:00,
1121,1009679,55,1,SLA risk,2025-07-07 08:05:00,2025-07-15 08:05:00
1122,1009687,160,1,Capacity support,2026-05-02 13:43:00,2026-05-05 13:43:00
1123,1009691,37,7,Policy review,2026-01-19 12:49:00,2026-01-24 12:49:00
1124,1009704,23,3,Capacity support,2025-10-22 10:35:00,2025-10-23 10:35:00
1125,1009712,131,4,Multi-department coordination,2025-01-13 16:03:00,2025-01-21 16:03:00
1126,1009713,139,5,Policy review,2025-07-29 13:52:00,2025-08-02 13:52:00
1127,1009726,65,1,Policy review,2024-12-14 09:21:00,
1128,1009759,170,8,SLA risk,2025-12-17 15:36:00,2025-12-21 15:36:00
1129,1009764,155,1,Capacity support,2025-03-01 15:09:00,2025-03-03 15:09:00
1130,1009767,55,8,Multi-department coordination,2025-09-06 08:52:00,2025-09-07 08:52:00
1131,1009771,163,5,Capacity support,2025-07-15 10:23:00,2025-07-21 10:23:00
1132,1009774,258,2,SLA risk,2025-02-28 11:07:00,2025-03-07 11:07:00
1133,1009787,226,8,SLA risk,2025-12-08 15:36:00,
1134,1009795,9,3,Capacity support,2025-11-10 14:39:00,
1135,1009807,136,1,Multi-department coordination,2025-10-07 11:24:00,2025-10-14 11:24:00
1136,1009808,128,7,Capacity support,2026-07-02 13:41:00,2026-07-05 13:41:00
1137,1009811,50,5,Multi-department coordination,2025-12-05 13:01:00,
1138,1009816,40,6,Policy review,2025-11-15 11:11:00,2025-11-17 11:11:00
1139,1009827,102,5,Multi-department coordination,2024-09-12 15:17:00,2024-09-14 15:17:00
1140,1009831,81,3,Multi-department coordination,2024-09-27 09:39:00,2024-10-01 09:39:00
1141,1009839,138,7,Policy review,2025-09-03 13:06:00,
1142,1009840,226,5,Policy review,2024-08-23 14:51:00,2024-08-25 14:51:00
1143,1009847,171,1,SLA risk,2025-08-18 14:23:00,2025-08-24 14:23:00
1144,1009849,6,3,SLA risk,2026-05-09 15:16:00,
1145,1009850,127,5,Capacity support,2026-06-27 09:25:00,2026-07-04 09:25:00
1146,1009855,133,1,SLA risk,2025-12-19 12:05:00,
1147,1009869,176,7,Multi-department coordination,2026-05-02 13:52:00,2026-05-09 13:52:00
1148,1009877,16,3,Multi-department coordination,2026-04-09 16:22:00,2026-04-15 16:22:00
1149,1009882,181,2,SLA risk,2025-03-10 12:05:00,
1150,1009885,85,4,SLA risk,2025-11-14 08:06:00,
1151,1009896,74,8,Policy review,2025-07-23 14:38:00,2025-07-30 14:38:00
1152,1009897,140,5,Capacity support,2025-03-20 13:13:00,
1153,1009907,108,7,SLA risk,2026-02-06 09:37:00,2026-02-10 09:37:00
1154,1009908,159,3,Capacity support,2026-07-08 10:28:00,2026-07-13 10:28:00
1155,1009909,132,1,Multi-department coordination,2025-02-18 16:39:00,2025-02-19 16:39:00
1156,1009911,3,1,SLA risk,2024-08-29 12:03:00,
1157,1009929,237,8,Capacity support,2026-05-11 15:29:00,
1158,1009940,156,4,SLA risk,2024-09-10 16:13:00,2024-09-13 16:13:00
1159,1009951,31,8,Capacity support,2025-02-22 08:56:00,2025-02-28 08:56:00
1160,1009952,53,7,Policy review,2026-06-28 10:26:00,
1161,1009955,226,7,SLA risk,2025-09-30 12:34:00,
1162,1009960,203,6,Capacity support,2025-11-22 14:35:00,
1163,1009966,216,6,Multi-department coordination,2024-09-29 08:24:00,
1164,1009993,165,1,SLA risk,2025-04-16 08:56:00,
1165,1009996,149,6,Capacity support,2026-06-18 16:20:00,2026-06-19 16:20:00
1166,1010000,78,3,SLA risk,2026-03-17 11:51:00,2026-03-19 11:51:00
1167,1010005,137,4,Capacity support,2025-09-05 10:32:00,
1168,1010006,157,5,Policy review,2025-02-07 13:01:00,2025-02-15 13:01:00
1169,1010007,164,4,Policy review,2025-01-23 11:38:00,
1170,1010012,80,2,SLA risk,2026-04-10 08:57:00,2026-04-16 08:57:00
1171,1010034,63,7,SLA risk,2025-08-30 14:54:00,2025-09-03 14:54:00
1172,1010035,14,1,Policy review,2025-08-12 16:28:00,2025-08-13 16:28:00
1173,1010037,47,4,Capacity support,2025-03-18 16:17:00,
1174,1010038,97,6,SLA risk,2025-02-05 14:03:00,2025-02-08 14:03:00
1175,1010050,38,4,SLA risk,2025-08-15 11:36:00,
1176,1010053,34,6,SLA risk,2024-09-02 09:25:00,2024-09-10 09:25:00
1177,1010066,149,1,SLA risk,2024-11-28 08:56:00,2024-12-05 08:56:00
1178,1010067,50,6,SLA risk,2025-02-19 15:05:00,2025-02-26 15:05:00
1179,1010069,120,5,SLA risk,2026-04-12 10:05:00,
1180,1010081,56,4,Capacity support,2026-05-30 08:35:00,2026-05-31 08:35:00
1181,1010095,52,4,SLA risk,2024-11-22 09:07:00,2024-11-27 09:07:00
1182,1010097,184,8,Multi-department coordination,2026-01-01 15:20:00,2026-01-04 15:20:00
1183,1010098,116,2,SLA risk,2026-02-14 08:02:00,2026-02-15 08:02:00
1184,1010105,203,7,Policy review,2026-01-28 10:51:00,
1185,1010109,226,8,SLA risk,2025-09-14 11:29:00,2025-09-22 11:29:00
1186,1010130,2,1,SLA risk,2025-07-08 11:44:00,
1187,1010134,143,8,SLA risk,2026-03-04 11:31:00,2026-03-07 11:31:00
1188,1010145,161,4,SLA risk,2026-06-23 15:28:00,
1189,1010160,169,5,Multi-department coordination,2025-12-22 14:56:00,2025-12-29 14:56:00
1190,1010162,118,2,Policy review,2024-10-20 13:03:00,
1191,1010173,92,8,Policy review,2025-04-27 13:47:00,
1192,1010177,78,5,Multi-department coordination,2026-03-24 08:13:00,2026-03-29 08:13:00
1193,1010178,196,7,SLA risk,2025-09-18 14:28:00,2025-09-23 14:28:00
1194,1010183,8,5,Multi-department coordination,2025-11-04 15:49:00,
1195,1010191,22,1,Policy review,2024-10-01 10:49:00,2024-10-05 10:49:00
1196,1010200,79,1,Policy review,2024-11-12 15:08:00,
1197,1010204,145,1,Capacity support,2025-11-04 10:20:00,2025-11-10 10:20:00
1198,1010218,134,6,Policy review,2025-06-17 15:36:00,2025-06-25 15:36:00
1199,1010225,218,7,Capacity support,2025-09-29 13:39:00,
1200,1010235,80,5,Multi-department coordination,2024-09-11 16:08:00,
1201,1010240,39,2,Policy review,2024-11-30 12:55:00,2024-12-03 12:55:00
1202,1010246,268,7,Policy review,2026-05-26 09:07:00,
1203,1010254,83,2,Policy review,2026-01-17 14:16:00,2026-01-18 14:16:00
1204,1010257,64,7,Capacity support,2025-12-22 10:40:00,
1205,1010264,105,4,Policy review,2026-01-17 15:30:00,2026-01-25 15:30:00
1206,1010265,135,2,Multi-department coordination,2025-10-23 13:34:00,
1207,1010281,12,3,Capacity support,2024-09-22 14:25:00,2024-09-30 14:25:00
1208,1010298,125,1,Multi-department coordination,2026-05-24 12:28:00,
1209,1010302,176,2,Capacity support,2024-11-18 08:56:00,2024-11-23 08:56:00
1210,1010304,257,5,Multi-department coordination,2025-01-02 09:17:00,2025-01-09 09:17:00
1211,1010307,116,2,Capacity support,2025-09-23 14:33:00,
1212,1010308,84,7,Policy review,2025-06-23 10:32:00,
1213,1010310,164,1,Capacity support,2024-09-27 14:17:00,2024-09-30 14:17:00
1214,1010317,25,7,Multi-department coordination,2026-05-22 16:14:00,2026-05-24 16:14:00
1215,1010334,59,3,Policy review,2024-10-06 12:23:00,2024-10-10 12:23:00
1216,1010337,137,1,Policy review,2024-11-17 15:46:00,2024-11-25 15:46:00
1217,1010341,265,3,Capacity support,2025-05-17 12:35:00,
1218,1010344,121,6,Multi-department coordination,2025-02-13 13:30:00,2025-02-17 13:30:00
1219,1010353,8,2,Multi-department coordination,2025-12-15 08:01:00,2025-12-23 08:01:00
1220,1010407,30,4,Policy review,2026-04-09 14:01:00,
1221,1010414,114,6,Capacity support,2025-10-05 08:25:00,
1222,1010425,43,8,Capacity support,2025-07-26 13:32:00,2025-08-03 13:32:00
1223,1010440,37,1,Multi-department coordination,2025-12-26 08:49:00,2026-01-01 08:49:00
1224,1010443,161,1,Policy review,2025-08-17 14:53:00,2025-08-19 14:53:00
1225,1010445,64,4,SLA risk,2025-05-18 13:12:00,2025-05-19 13:12:00
1226,1010460,114,3,Multi-department coordination,2025-11-20 13:51:00,2025-11-28 13:51:00
1227,1010464,38,6,Policy review,2025-07-11 13:44:00,2025-07-16 13:44:00
1228,1010472,110,7,Capacity support,2026-01-27 10:24:00,2026-01-28 10:24:00
1229,1010479,55,2,SLA risk,2025-02-06 09:41:00,
1230,1010503,3,4,Multi-department coordination,2025-07-03 12:13:00,
1231,1010505,134,6,Policy review,2025-12-08 09:42:00,2025-12-10 09:42:00
1232,1010506,135,5,Capacity support,2025-10-25 09:46:00,2025-10-27 09:46:00
1233,1010518,33,8,Multi-department coordination,2026-04-15 10:54:00,2026-04-22 10:54:00
1234,1010541,19,6,SLA risk,2025-05-11 11:01:00,2025-05-19 11:01:00
1235,1010548,76,6,Policy review,2025-02-10 14:03:00,2025-02-13 14:03:00
1236,1010556,94,3,Multi-department coordination,2025-02-01 09:34:00,
1237,1010568,24,2,Policy review,2024-09-13 13:04:00,2024-09-14 13:04:00
1238,1010570,249,2,SLA risk,2025-10-02 14:34:00,2025-10-04 14:34:00
1239,1010573,73,7,Multi-department coordination,2026-02-20 08:34:00,
1240,1010582,208,2,Policy review,2025-07-12 16:24:00,2025-07-17 16:24:00
1241,1010589,212,2,Capacity support,2025-06-23 13:32:00,2025-06-26 13:32:00
1242,1010604,47,2,Capacity support,2025-08-11 10:06:00,2025-08-12 10:06:00
1243,1010615,147,4,Capacity support,2025-11-29 11:39:00,
1244,1010639,218,1,Policy review,2025-05-20 16:45:00,2025-05-27 16:45:00
1245,1010657,272,8,Capacity support,2025-02-20 10:55:00,2025-02-27 10:55:00
1246,1010666,3,4,Capacity support,2024-12-19 09:42:00,
1247,1010685,24,1,Multi-department coordination,2025-01-13 08:45:00,2025-01-14 08:45:00
1248,1010699,48,7,Multi-department coordination,2025-10-14 16:01:00,2025-10-18 16:01:00
1249,1010702,255,2,SLA risk,2026-02-06 13:33:00,2026-02-08 13:33:00
1250,1010717,106,5,Multi-department coordination,2024-12-22 13:38:00,2024-12-27 13:38:00
1251,1010721,175,6,SLA risk,2025-09-11 11:29:00,
1252,1010725,93,1,Capacity support,2025-07-28 11:51:00,2025-08-03 11:51:00
1253,1010736,45,6,Policy review,2026-04-05 15:27:00,
1254,1010738,9,1,SLA risk,2025-01-26 09:48:00,2025-02-01 09:48:00
1255,1010742,117,8,SLA risk,2025-08-29 11:59:00,
1256,1010744,116,2,Capacity support,2025-12-31 08:04:00,
1257,1010748,175,3,SLA risk,2026-03-20 09:40:00,
1258,1010749,210,8,Multi-department coordination,2025-07-30 10:30:00,
1259,1010762,166,4,Capacity support,2026-05-15 12:26:00,
1260,1010765,122,7,SLA risk,2024-09-05 11:00:00,
1261,1010770,116,1,Capacity support,2026-06-11 12:10:00,
1262,1010801,85,3,SLA risk,2026-01-05 11:50:00,
1263,1010811,132,6,Policy review,2025-07-15 11:01:00,
1264,1010814,75,2,Capacity support,2025-04-13 16:27:00,
1265,1010836,167,7,SLA risk,2026-06-05 14:36:00,2026-06-13 14:36:00
1266,1010875,93,7,Capacity support,2024-10-05 09:06:00,2024-10-08 09:06:00
1267,1010880,6,2,Policy review,2024-09-01 14:49:00,2024-09-02 14:49:00
1268,1010883,105,6,Capacity support,2024-09-14 09:16:00,2024-09-18 09:16:00
1269,1010909,47,2,SLA risk,2024-11-18 11:05:00,2024-11-23 11:05:00
1270,1010912,124,6,Capacity support,2026-03-28 11:14:00,2026-04-02 11:14:00
1271,1010915,46,3,Policy review,2025-07-07 10:25:00,
1272,1010917,248,5,Multi-department coordination,2025-08-28 13:56:00,2025-08-31 13:56:00
1273,1010922,120,5,Capacity support,2025-11-09 08:36:00,
1274,1010942,8,4,SLA risk,2025-09-19 12:26:00,
1275,1010946,120,8,SLA risk,2026-05-21 12:41:00,2026-05-25 12:41:00
1276,1010947,7,1,Multi-department coordination,2026-02-28 11:19:00,
1277,1010951,54,5,Policy review,2026-04-30 10:35:00,2026-05-03 10:35:00
1278,1010956,127,1,SLA risk,2025-02-23 12:34:00,
1279,1010958,252,2,Policy review,2026-06-29 09:05:00,2026-07-06 09:05:00
1280,1010967,96,1,Policy review,2025-04-14 16:43:00,2025-04-18 16:43:00
1281,1010971,48,1,SLA risk,2026-03-17 14:53:00,2026-03-19 14:53:00
1282,1010973,28,3,Capacity support,2025-03-24 13:23:00,
1283,1010984,193,8,SLA risk,2025-02-14 08:44:00,2025-02-17 08:44:00
1284,1010998,111,5,SLA risk,2025-02-03 16:28:00,2025-02-04 16:28:00
1285,1011016,63,8,Capacity support,2025-04-15 10:38:00,2025-04-20 10:38:00
1286,1011029,53,4,Multi-department coordination,2025-10-27 09:22:00,2025-10-30 09:22:00
1287,1011036,182,2,Multi-department coordination,2026-04-05 15:35:00,2026-04-06 15:35:00
1288,1011051,107,1,Policy review,2026-02-05 09:14:00,2026-02-06 09:14:00
1289,1011052,19,2,SLA risk,2025-05-04 11:21:00,
1290,1011091,27,6,Policy review,2025-11-14 11:13:00,
1291,1011094,56,7,Multi-department coordination,2026-06-05 16:32:00,2026-06-10 16:32:00
1292,1011098,41,8,Policy review,2025-06-06 16:11:00,2025-06-12 16:11:00
1293,1011111,255,3,Multi-department coordination,2024-09-13 10:53:00,
1294,1011116,268,6,Policy review,2026-03-12 08:21:00,2026-03-14 08:21:00
1295,1011118,66,2,Capacity support,2024-09-06 16:36:00,
1296,1011128,1,6,Multi-department coordination,2025-09-12 08:25:00,2025-09-20 08:25:00
1297,1011131,248,7,Multi-department coordination,2025-01-05 08:16:00,
1298,1011132,203,7,SLA risk,2026-03-18 08:38:00,2026-03-22 08:38:00
1299,1011150,252,4,Multi-department coordination,2026-04-17 08:59:00,2026-04-23 08:59:00
1300,1011161,20,6,Multi-department coordination,2026-03-11 15:13:00,2026-03-15 15:13:00
1301,1011162,214,8,Policy review,2024-10-29 11:42:00,2024-10-31 11:42:00
1302,1011171,146,8,Capacity support,2025-03-13 16:51:00,2025-03-16 16:51:00
1303,1011173,150,1,Policy review,2025-10-22 10:13:00,
1304,1011175,33,2,Capacity support,2024-10-08 11:51:00,2024-10-10 11:51:00
1305,1011182,21,5,Multi-department coordination,2025-12-17 12:08:00,
1306,1011183,22,1,Multi-department coordination,2026-06-10 14:45:00,
1307,1011198,108,4,SLA risk,2025-12-06 12:02:00,2025-12-10 12:02:00
1308,1011201,122,6,Multi-department coordination,2025-02-28 12:06:00,
1309,1011216,105,6,Capacity support,2025-01-10 15:31:00,
1310,1011219,51,6,Multi-department coordination,2025-09-09 08:23:00,
1311,1011238,76,1,SLA risk,2025-09-04 12:03:00,
1312,1011239,90,4,SLA risk,2024-09-04 09:05:00,2024-09-06 09:05:00
1313,1011253,151,4,Multi-department coordination,2025-01-02 08:09:00,
1314,1011258,173,5,Multi-department coordination,2026-02-03 08:57:00,2026-02-11 08:57:00
1315,1011288,1,2,Policy review,2026-03-20 15:56:00,2026-03-26 15:56:00
1316,1011334,40,8,SLA risk,2026-07-03 14:53:00,2026-07-04 14:53:00
1317,1011343,7,1,SLA risk,2025-05-22 10:29:00,2025-05-24 10:29:00
1318,1011351,34,5,SLA risk,2024-08-22 08:58:00,2024-08-23 08:58:00
1319,1011353,25,7,Policy review,2025-08-03 11:03:00,
1320,1011355,115,5,SLA risk,2026-06-23 08:09:00,2026-06-29 08:09:00
1321,1011358,163,1,Capacity support,2025-01-01 15:01:00,2025-01-08 15:01:00
1322,1011369,258,8,SLA risk,2026-05-31 12:57:00,2026-06-04 12:57:00
1323,1011370,33,3,SLA risk,2024-12-20 10:44:00,2024-12-21 10:44:00
1324,1011383,134,7,Policy review,2025-04-22 10:11:00,2025-04-24 10:11:00
1325,1011391,25,6,Multi-department coordination,2026-06-23 16:58:00,2026-06-26 16:58:00
1326,1011402,96,7,Policy review,2025-06-19 13:43:00,2025-06-22 13:43:00
1327,1011413,102,5,SLA risk,2025-11-08 13:09:00,
1328,1011414,166,8,Policy review,2026-02-02 15:13:00,2026-02-08 15:13:00
1329,1011418,73,1,Capacity support,2025-06-08 14:04:00,2025-06-15 14:04:00
1330,1011423,268,4,Capacity support,2026-06-08 14:30:00,2026-06-12 14:30:00
1331,1011426,215,4,SLA risk,2025-08-12 09:57:00,2025-08-19 09:57:00
1332,1011430,4,1,SLA risk,2025-08-27 09:15:00,2025-09-03 09:15:00
1333,1011442,187,8,SLA risk,2026-02-23 16:44:00,
1334,1011450,151,3,SLA risk,2025-03-14 08:53:00,
1335,1011463,61,2,SLA risk,2024-09-08 13:13:00,2024-09-12 13:13:00
1336,1011466,139,8,Multi-department coordination,2025-11-03 08:31:00,
1337,1011473,43,6,Capacity support,2026-04-29 14:40:00,2026-05-05 14:40:00
1338,1011483,272,7,SLA risk,2025-03-02 14:09:00,2025-03-09 14:09:00
1339,1011506,84,1,SLA risk,2025-01-30 10:21:00,
1340,1011522,130,5,SLA risk,2024-11-14 14:24:00,
1341,1011534,153,8,SLA risk,2025-06-03 10:22:00,
1342,1011563,134,1,Policy review,2025-08-21 15:53:00,2025-08-27 15:53:00
1343,1011566,160,6,Capacity support,2025-11-04 08:45:00,
1344,1011584,271,3,SLA risk,2024-10-26 12:49:00,2024-10-31 12:49:00
1345,1011591,42,6,Multi-department coordination,2025-02-27 12:34:00,2025-03-01 12:34:00
1346,1011597,52,1,Multi-department coordination,2025-02-06 12:22:00,2025-02-07 12:22:00
1347,1011605,121,6,Capacity support,2026-05-06 14:44:00,
1348,1011613,60,7,Multi-department coordination,2026-04-07 12:13:00,2026-04-14 12:13:00
1349,1011615,49,7,SLA risk,2025-02-12 09:01:00,2025-02-19 09:01:00
1350,1011626,213,1,Capacity support,2024-12-28 12:32:00,
1351,1011660,165,1,Capacity support,2024-09-22 09:45:00,2024-09-26 09:45:00
1352,1011671,260,5,Multi-department coordination,2026-06-27 12:59:00,
1353,1011675,124,1,Capacity support,2024-08-24 11:54:00,2024-08-26 11:54:00
1354,1011678,118,5,Capacity support,2025-06-17 09:38:00,2025-06-21 09:38:00
1355,1011679,66,3,SLA risk,2024-10-19 15:47:00,2024-10-24 15:47:00
1356,1011681,270,1,Policy review,2026-05-23 15:40:00,
1357,1011684,272,1,Capacity support,2025-09-24 13:40:00,2025-10-02 13:40:00
1358,1011685,142,2,Policy review,2026-01-08 15:39:00,
1359,1011688,41,3,Multi-department coordination,2025-10-09 10:18:00,
1360,1011695,47,8,Capacity support,2025-10-10 12:27:00,2025-10-11 12:27:00
1361,1011703,37,4,Capacity support,2025-04-04 11:56:00,2025-04-05 11:56:00
1362,1011709,115,3,Multi-department coordination,2025-04-26 16:09:00,
1363,1011715,22,4,SLA risk,2025-04-03 12:10:00,2025-04-05 12:10:00
1364,1011726,207,6,Multi-department coordination,2025-07-17 12:57:00,
1365,1011742,136,5,Multi-department coordination,2025-02-26 10:47:00,
1366,1011745,239,1,SLA risk,2026-01-23 12:52:00,
1367,1011753,252,3,SLA risk,2024-10-09 12:09:00,2024-10-12 12:09:00
1368,1011765,159,2,Capacity support,2024-09-06 16:08:00,2024-09-07 16:08:00
1369,1011766,4,5,Multi-department coordination,2025-08-19 10:33:00,
1370,1011788,168,5,Multi-department coordination,2025-05-11 11:20:00,2025-05-13 11:20:00
1371,1011793,61,5,Capacity support,2026-05-26 09:26:00,2026-05-31 09:26:00
1372,1011798,110,3,SLA risk,2025-04-25 15:05:00,2025-04-27 15:05:00
1373,1011810,175,2,Multi-department coordination,2025-08-29 14:13:00,2025-08-30 14:13:00
1374,1011823,97,2,SLA risk,2024-10-14 16:19:00,
1375,1011827,96,6,SLA risk,2025-05-29 08:27:00,2025-05-30 08:27:00
1376,1011844,135,7,Multi-department coordination,2025-10-05 08:11:00,2025-10-07 08:11:00
1377,1011847,135,2,Multi-department coordination,2025-02-16 12:07:00,2025-02-17 12:07:00
1378,1011852,249,3,Policy review,2024-10-12 13:16:00,
1379,1011860,184,3,Policy review,2025-06-09 15:06:00,2025-06-12 15:06:00
1380,1011864,66,4,Capacity support,2025-07-07 15:20:00,2025-07-08 15:20:00
1381,1011878,111,4,Policy review,2025-11-09 13:01:00,
1382,1011881,63,4,Policy review,2025-06-11 11:47:00,2025-06-18 11:47:00
1383,1011895,25,1,Capacity support,2025-02-26 08:28:00,2025-03-02 08:28:00
1384,1011909,138,3,Multi-department coordination,2025-07-17 14:27:00,2025-07-18 14:27:00
1385,1011916,51,5,Multi-department coordination,2026-04-05 10:31:00,2026-04-11 10:31:00
1386,1011920,144,2,SLA risk,2024-08-20 16:21:00,2024-08-28 16:21:00
1387,1011930,38,6,SLA risk,2025-02-23 11:36:00,2025-02-27 11:36:00
1388,1011957,54,5,SLA risk,2025-05-21 14:33:00,
1389,1011970,260,4,Capacity support,2026-04-14 13:58:00,2026-04-22 13:58:00
1390,1011975,237,6,Policy review,2025-12-09 14:35:00,2025-12-14 14:35:00
1391,1011976,66,5,Multi-department coordination,2026-03-28 16:44:00,2026-03-29 16:44:00
1392,1011982,6,6,Policy review,2024-12-15 08:49:00,2024-12-21 08:49:00
1393,1011994,50,3,SLA risk,2025-10-28 09:49:00,2025-10-31 09:49:00
1394,1011998,2,7,SLA risk,2024-12-11 11:02:00,
1395,1012013,84,3,Capacity support,2024-11-18 12:47:00,2024-11-26 12:47:00
1396,1012025,12,7,Multi-department coordination,2025-10-29 09:11:00,2025-11-03 09:11:00
